Item Name,GST Tax Desc,GST code,HSN code,Cost,Selling,M.R.P,Total Stock
AMUL FRENCH FRIES 425GM,GST 12%,5004,2004,59.16,67,68,0
DAIRY MILK 10/- BOX,GST 18%,5005,,412.5,550,560,0
PARLE GUAVA ZING CANDY 50/-,GST 12%,5004,17049020,43.06,49,50,0
PARLE BOURBON FAB COMBO 80/-,GST 18%,5005,19059020,71.33,80,100,3
ALPENLIBLE GOLD CARAMEL TOFFEE 100/-,GST 12%,5004,170490,85,95,100,0
HAPPYDENT WHITE SUGARFREE FRUIT GUM 5/-,GST 12%,5004,300490,4.24,5,5,0
HAPPYDENT WHITE SUGAR FREE SPERMINT FLAVOUR GUM 5/-,GST 12%,5004,300490,4.24,5,5,8
HAPPYDENT WAVE SUGAR FREE GUM FRUIT FLAVOUR 50/-,GST 18%,5005,300490,42.5,48,50,1
HAPPYDENT WAVE SUGAR FREE GUM WHITE FLAVOUR 50/-,GST 12%,5004,300490,42.51,48,50,22
HAPPYDENT WAVE SUGAR FREE MINT FLAVOUR GUM 50/-,GST 18%,5005,300490,42.48,48,50,1
SMINT MINT FLAVOUR 40/-,GST 18%,5005,,34,39,40,6
SMINT STRAWBERRY FLAVOUR 40/-,GST 18%,5005,,34,39,40,4
ALPENLIEBLE JUICYFILLS 50/-,GST 12%,5004,17049030,42.5,48,50,4
ZUBI 10RS,GST 12%,5004,,8,9.83,10,39
ZUBI LOLLYPOP 20/-,GST 12%,5004,17049020,17.38,19.5,20,14
FRUIT TELLA STRAWBERRY 20/-,GST 12%,5004,170490,25.5,29.5,30,1
CADBURY OREO DIPPED 20/- BOX,GST 18%,5005,,142.5,190,200,0
KELLOGGS CHOCOS FILLS COMBO PACK 198/-,GST 18%,5005,19041090,180,197,198,0
GONE MAD CHOCOSTICK 6N 30/-,GST 18%,5005,19053290,24.99,29,30,34
KELLOGGS CHOCOS MAGIC HEARTS 185/-,GST 18%,5005,19041090,168.18,183,185,4
KELLOGGS GRANOLA ALMONDS CRANBERRIES 99/-,GST 18%,5005,19041090,90,98,99,3
MILKY BAR CHOO CLASSIC 5/-,GST 12%,5004,,4.48,5,5,132
CADBURY DAIRY MILK SILK FRUIT NUT 143G,GST 18%,5005,18063200,153.13,174,175,8
SNICKERS BUTTERSCOTCH FLAVOUR 40G,GST 18%,5005,18069010,44.24,49,50,0
LOYKA ALMOND BRITTLE DARK CHOCO 35/-,GST 18%,5005,1806,28,34,35,2
KELLOGGS PROTEIN ALMONDS BERRIES BAR 45/-,GST 18%,5005,19041090,38.87,44,45,1
KELLOGGS BERRY YOGHURTY BAR 35/-,GST 18%,5005,19041090,31.81,34,35,9
KELLOGGS CHOCO NUTTY BAR 35/-,GST 18%,5005,19041090,31.81,34,35,3
KELLOGGS CHOCOS 110G,GST 18%,5005,19041090,54.54,59,60,7
KELLOGGS CHOCOS 385G,GST 18%,5005,19041090,154.54,168,170,1
"KELLOGGS CRUN GRANOLA HO,AL,STR,PUM SEEDS 450G",GST 18%,5005,19041090,300,325,330,2
SNICKERS 10/- BOX,GST 0% Tax,5001,,228.75,305,320,1
HERSHEYS BLUEBERRY CHOCOLATE 100G,GST 18%,5005,18069010,136.36,145,150,2
HERSHEYS POMEGRANATE CHOCOLATE 100G,GST 18%,5005,18069010,133.92,145,150,0
HERSHEYS RASPBERRY CHOCOLATE 100G,GST 18%,5005,18069010,134.66,145,150,5
HERSHEYS KISSES MOMENTS GIFT BOX 275/-,GST 18%,5005,18069010,239.13,270,275,4
HERSHEYS RASBERRY 33G,GST 18%,5005,18069010,50,54,55,4
CADBURY GEMS 20/-,GST 18%,5005,18069010,17.85,19.5,20,5
KINDER CREAMY MILK CRUNCY 20/-,GST 18%,5005,19053211,17.25,19.5,20,33
NATURO MANGO FRUITBITS 180G,GST 12%,5004,20079910,85,98,100,0
CADBURY DM SILK MOUSSE BIG,GST 18%,5005,18063200,151.78,173,175,1
CADBURY DM SILK MOUSSE SMALL,GST 18%,5005,18063200,66.97,74,75,0
CADBURY DM SILK HEART POP 250G,GST 18%,5005,1806320,295.11,320,325,14
GERY GONE MAD STRAWBERRY FILL,GST 18%,5005,19053290,8.76,9.83,10,17
SNICKERS FRUIT NUT 22G,GST 18%,5005,18069010,22.13,24.5,25,21
SNICKERS FRUIT NUT 45G,GST 18%,5005,18069010,44.25,49,50,2
SUNFEAST DARK FANTASY CHOCO FILLS 120/-,GST 0% Tax,5001,1905,93.34,130,140,1
NATURO MANGO PACK 5/-,GST 12%,5004,20079990,4.35,5,5,31
CADBURY DM SILK HERAT POP 160/-,GST 18%,5005,1806,146.08,159,160,0
KAMAKSHI CHOCO CHIPS 100G,GST 18%,5005,,50.4,65,72,8
LOTTE CHOCOPIE COCO 60/-,GST 18%,5005,1905,58.33,68.5,70,12
LOTTE CHOCOPIE COCO 216/-,GST 18%,5005,1905,180,206,216,3
LOTTE CHOCOPIE CHOCO RS.10/-,GST 18%,5005,1905,8.33,9.83,10,36
CADBURY BOURNVILLE CRANBERRY 80G,GST 18%,5005,18063200,78.35,89,90,3
NESTLE KOKO KRUNCH BAR 30/-,GST 18%,5005,19041090,26.9,29.5,30,0
GONE MAD CHOCO STICKS 20/-,GST 18%,5005,19053290,17,19.5,20,10
GONE MAD MINI CHOCO STICK 75/-,GST 18%,5005,19053290,65.01,74,75,0
AMUL CHOCOLATE 200ML,GST 12%,5004,2202,22.5,24,25,0
CENTER FRESH CHEWY MINTS,GST 12%,5004,170490,42.5,48,50,3
DAIRY DAY KWIKIE,GST 18%,5005,21050000,26.25,34.75,35,0
SHA KACHA AAM CANDY 135G,GST 12%,5004,,54,70,75,6
SHA MANGO CANDY 135G,GST 12%,5004,,54,70,75,2
SHA CHATPATI CANDY 135G,GST 12%,5004,,54,70,75,9
SHA LEMON CANDY 135G,GST 12%,5004,,54,70,75,6
SHA MIX FRUIT CANDY 135G,GST 12%,5004,,54,70,75,2
SHA LITCHI CANDY 135G,GST 12%,5004,,54,70,75,5
SHA PAAN CANDY 135G,GST 12%,5004,,54,70,75,0
SHA ORANGE CANDY 135G,GST 12%,5004,,54,70,75,4
SUNFEAST DARK FANTASY LUXURIA,GST 18%,5005,1902,51.13,59,60,0
LOTTE CHOCO PIE COCOA 12/-,GST 18%,5005,,10,12,12,27
NESTLE KIT KAT GREAT VALUE PACK,GST 18%,5005,1905 32 11,136.33,158,160,1
KITKAT DESSERT DELIGHT CHOCO FUDGE 150G,GST 18%,5005,,147.89,168,170,1
CHOCOZAY CREAM FILLED SQUARES 200/-,GST 0% Tax,5001,,110,190,200,0
TEDDY GIFT CHOCOLATE 200G,GST 0% Tax,5001,,150,220,240,0
ROUND GIFT CHOCOLATE 130G,GST 0% Tax,5001,,100.32,150,160,4
HEART GIFT CHOCLATE 150G,GST 0% Tax,5001,,120,190,200,1
LOTTE LIPS ORANGE CANDY 14G,GST 0% Tax,5001,170,17.33,25,30,5
CAPILONA NUTS AND FRUITS CHOCOLATE 190/-,GST 0% Tax,5001,,130,185,190,3
GOLD COIN 100/-,GST 0% Tax,5001,,75,95,100,0
TIT BITS 180G,GST 0% Tax,5001,,120,145,150,2
MARSMALLOW STICK 1N,GST 0% Tax,5001,,8.33,9.83,10,0
CALIFORNIA ALMOND GOURME TOFFEE 300G,GST 0% Tax,5001,,130,170,180,0
FLUFFEY MARSHMALLOW 140G,GST 0% Tax,5001,,60,90,95,0
CLAP UP LOLLIPOP 15/-,GST 0% Tax,5001,,11.32,14.25,15,1
IHEEL ECLAIRS 150G,GST 0% Tax,5001,,40,58,60,0
TABLOR MILK CHOCOLATES 129/-,GST 0% Tax,5001,,75,119,129,0
APPLE CANDY 1N,GST 0% Tax,5001,,12.5,19.5,20,25
KEY GIFT CHOCOLATE 90/-,GST 0% Tax,5001,,65,85,90,0
GLITZ 25/-,GST 0% Tax,5001,,18.86,24,25,28
TWIST POP 10/-,GST 0% Tax,5001,,7.66,9.83,10,4
CADBURY LOLIPOP 5/-,GST 18%,5005,,3.1,5,5,114
CHOCO BEAN 20/-,GST 0% Tax,5001,,16,19,20,0
PRIMY ECLAIRS CHOCOLATE 670G,GST 0% Tax,5001,,176.25,235,250,0
PRIMY ECLAIRS WATERMELON CHOCOLATE 670G,GST 0% Tax,5001,,130.42,235,250,2
PRIMY ECLAIRS KULFI CHOCOLATE 670G,GST 0% Tax,5001,,130,235,250,2
DAZZY ECLORS 15N,GST 0% Tax,5001,,25,30,45,1
ECLAIRS CHOCOLATE 20N,GST 12%,5004,1806,27.3,40,55,22
THAI CHOCOLATE 20N,GST 0% Tax,5001,,22,40,55,0
JELLY 100G,GST 0% Tax,5001,,17.1,35,50,3
JELLY 10N,GST 0% Tax,5001,,20.12,30,45,2
FRUIT CHOCOLATE 20N,GST 18%,5005,19059010,16,20,25,0
MELODY MAX CHOCOLATY 50/-,GST 18%,5005,18069010,43.07,49,50,0
PARLE CAFECHINO TOFFEE 50/-,GST 12%,5004,,43.07,49,50,1
NKS TAPIOCO KUCHI 150G,GST 5%,5003,2106,28,39,40,0
NKS TAPIOCO ROUND CHIPS 150G,GST 5%,5003,2106,28,39,40,0
BELGIO CHOCOLATE 20*PCS 40/-,GST 0% Tax,5001,,30,40,50,3
KESAR PEDA 20*PCS 40/-,GST 0% Tax,5001,,30,40,50,1
COCON JELLY 20/-,GST 0% Tax,5001,,15,19,20,0
HERSHEYS EXOTIC DARK PREMIUM CHOCO,GST 18%,5005,18069010,130.43,148,150,2
HERSHEYS EXOTIC DARK GUVA MAXICAN CHILI FLA,GST 18%,5005,18069010,145.45,158,160,1
HERSHEYS EXOTIC DARK BLACKBERRY FLAVOUR,GST 18%,5005,18069010,145.45,158,160,2
HERSHEYS EXOTIC DARK BLACKBERRY 30G,GST 18%,5005,18069010,54.54,59,60,4
HERSHEYS EXOTIC DARK GUAVA 30G,GST 18%,5005,18069010,54.54,59,60,3
OSHON GIFT BOX ECLAIRS,GST 0% Tax,5001,,75,95,100,10
OSHON CHOCO BLITS DARK,GST 0% Tax,5001,,85,110,125,2
OSHEN KESAR PEDA,GST 0% Tax,5001,,175,200,250,2
OSHEN KULFI TOFFEE,GST 0% Tax,5001,,58,90,100,3
OSHON KESAR BADAM TOFFEE,GST 0% Tax,5001,,58,90,100,1
OSHON 2 MANGO BAG,GST 0% Tax,5001,,80,120,150,5
OSHON KARADI FRUIT BEAR,GST 0% Tax,5001,,98,140,180,2
OSHON CHOCO BLITZ WHITE,GST 0% Tax,5001,,85,110,125,2
OSHON CHOCO BLITZ STRAWBEERY,GST 0% Tax,5001,,85,110,125,2
OSHON FUN CONES STRAWBERRY,GST 0% Tax,5001,,3.34,5,5,45
OSHON FUN CONES CHOCO,GST 0% Tax,5001,,3.34,5,5,46
PUDDING JELLY,GST 12%,5004,,4.44,5,5,25
CADBURY DM SILK VUBBLY BUBBLE GUM 120G,GST 18%,5005,1063200,153.13,173,175,7
CADBURY DAIRY MILK SILK HEART BLUSH,GST 0% Tax,5001,18063100,161,172,175,0
SNICKERS BUTTERSCOTCH FLAVOUR 24G,GST 18%,5005,18069010,26.55,29,30,24
DAIRY DAY NEW JR SUNDAE MANGO 100ML,GST 18%,5005,21050000,28,34.75,35,18
DAIRY DAY NEW JR SUNDAE STWBY 100ML,GST 18%,5005,21050000,28,34.75,35,25
DAIRY DAY PAAN TWIST 100ML,GST 18%,5005,21050000,47.99,69,70,10
DAIRY DAY SPINNO FRUT 80ML,GST 18%,5005,21050000,16,19,20,7
HATSUN PANEER 100G,GST Exempted Tax,5002,,42,50,50,5
HATSUN CURD 150G,GST Exempted Tax,5002,,9,9.83,10,10
HATSUN CURD 500G,GST Exempted Tax,5002,,32,34,34,7
HATSUN CURD 200G,GST Exempted Tax,5002,,16.5,19.5,20,4
HATSUN CURD 400G,GST Exempted Tax,5002,,32,39,40,20
CURD CAVINS 500ML,GST 0% Tax,5001,,28,32,32,2
CURD CAVINS 145ML,GST Exempted Tax,5002,,8.5,9.83,10,12
CAVINS CUP CURD 100G,GST 0% Tax,5001,,8.5,9.83,10,1
CAVINS CUP CURD 18,GST 0% Tax,5001,,18,19.5,20,4
HERITAGE CURD 10/-,GST Exempted Tax,5002,,8.5,11,12,5
HERITAGE CUP CURD 200G,GST Exempted Tax,5002,,15,17,18,6
HERITAGE CURD 500ML,GST 0% Tax,5001,,29.5,31,32,0
CAVINS CURD BUCKET 1L,GST 0% Tax,5001,,100,113,115,18
CAVINS 400G,GST 12%,5004,,45.36,54,55,5
AAVIN CURD 500ML,GST 0% Tax,5001,403,24.54,27,27,0
AAVIN CURD CUP 200ML,GST 0% Tax,5001,403,20,22,22,0
AAVIN CURD 200ML,GST 0% Tax,5001,403,12.73,14,14,1
AROKYA MILK CURD 500ML,GST Exempted Tax,5002,,18.67,30,30,2
THIRUMALA CURD 100G,GST 0% Tax,5001,,9,9.83,10,8
THIRUMALA CURD 180G,GST 0% Tax,5001,,13,14.75,15,11
MILKY MIST MISTHTI DAI 100G,GST 0% Tax,5001,4051000,21,24,25,18
MILKY MIST CURD 500ML,GST Exempted Tax,5002,4031000,35.5,35.5,36,148
AMUL STRAWBERRY SYRUP,GST 18%,5005,,58.51,63,65,3
OTTO ARURA B SRY 200ML,GST 18%,5005,33072000,147,179.1,199,0
OTTO GRANDE B.SRY 200ML,GST 18%,5005,33072000,147,179.1,199,0
OTTO AQUAD-DI 200ML,GST 18%,5005,33072000,147,180,199,0
OTTO MAN B SPRY 200ML,GST 18%,5005,33072000,181,220.5,245,1
SPINZ PERFUMED DEO HI FLYER 150ML,GST 18%,5005,33072000,118.01,171,190,1
SPINZ PERFUMED DEO EXOTIC  150ML,GST 18%,5005,33072000,137.67,185,190,2
SPINZ PERFUMED DEO ENCHANTE 150ML,GST 18%,5005,33072000,137.67,171,190,1
SPINZ MEN HI FLYER 150ML,GST 18%,5005,33072000,124.22,180,200,0
SCEN ONE 8 WILLOW 200ML PERFUME,GST 18%,5005,33072000,108.26,224.01,249,0
SCEN O 8 FRESH 200ML PERFUME,GST 18%,5005,33072000,154.66,242,249,0
SCEN O 8 AQUA 200ML PERFUME,GST 18%,5005,33072000,155.77,224.01,249,0
SCEN O 8 ACTIVE 200ML PERFUME,GST 18%,5005,33072000,108.27,242,249,0
SCEN O 8 EDT PK AQ FR WL 18M,GST 18%,5005,33072000,40.01,51,75,4
SCEN O 8 EDT PK AC PU 18M,GST 18%,5005,33072000,40.01,51,75,5
ONE 8 NO GAS ROUGE 120ML,GST 18%,5005,33072000,139.76,202.05,225,0
ONE 8 NO GAS GOLD 120 ML,GST 18%,5005,33072000,139.76,202.05,225,0
ONE 8 NO GAS EMERALD 120ML,GST 18%,5005,33072000,139.76,218,225,0
ONE 8 NO GAS BLEU 120ML,GST 18%,5005,33072000,139.76,202.05,225,0
ONE 8 NO GAS BLANC 120 ML,GST 18%,5005,33072000,139.76,202.05,225,0
SCEN ONE 8 EDT PK INTENSE 18ML,GST 18%,5005,33072000,54.75,73,75,0
SCIEN ONE 8 EDT PK FRESH 18ML,GST 18%,5005,33042000,54.75,73,75,0
SCEN ONE 8 EDT PK ACTIVE 18ML,GST 18%,5005,33072000,54.75,73,75,0
NIVEA MEN DEEP IMPACT IN CLE 100GM,GST 18%,5005,34013090,177.21,220,225,5
NIVEA MEN DUO ACT FR BODY 100ML,GST 18%,5005,33072000,228.28,270,279,4
NIVEA DOU SUM FR 100ML,GST 18%,5005,33072000,180,225,250,4
NIVEA FRESH ICE COOL 120ML,GST 18%,5005,33072000,170.45,225,250,0
NIVEA FRESH ENERGY 120ML,GST 18%,5005,33072000,193.18,225,250,3
NIVEA MEN SPRINT 120ML,GST 18%,5005,33072000,145.46,207,230,1
NIVEA MEN FRESH ACT DEO 150ML,GST 18%,5005,33072000,188.18,215,225,8
NIVEA FRESH OCEAN DEO 150ML,GST 18%,5005,33072000,117.59,179.1,199,3
NIVEA MEN ACT POWER BOOST DEO 150ML,GST 18%,5005,34013019,126.8,179.1,199,2
NIVEA MEN PROTECT CARE DEO 150ML,GST 18%,5005,33072000,153.78,179.1,199,2
NIVEA MEN COOL KICK DEO 150ML,GST 18%,5005,33072000,175.76,189,210,3
NIVEA MEN SPORT DEO 150ML,GST 18%,5005,33072000,162.27,189,210,2
NIVEA BO DEO FRE ROSE CARE 120ML,GST 18%,5005,33072000,165.59,223,230,0
NIVEA BO DEO FR LILY SAN 120ML,GST 18%,5005,33072000,165.59,223,230,1
NIVEA BO DEO WH MUSK CR 120ML,GST 18%,5005,33072000,165.59,207,230,2
NIVEA FRESH NATURAL DEO 150ML,GST 18%,5005,33072000,162.82,179.1,199,4
NIVEA FRESH FLOWER DEO 150ML,GST 18%,5005,33072000,117.59,179.1,199,4
NIVEA FRESH COMFORT DEO 150ML,GST 18%,5005,33072000,139.3,179.1,199,3
NIVEA PEARL BEAUTY DEO 150ML,GST 18%,5005,33072000,132.95,179.1,199,7
NIVEA WHITE SMOOTH SKIN 150ML,GST 18%,5005,33072000,188.18,202,225,4
NIVEA DEO WHITI SENSI 150ML,GST 18%,5005,33072000,188.19,215,225,4
NIVEA MEN COOL KICK ROLL ON 25ML,GST 18%,5005,33072000,67.46,97,99,2
NIVEA MEN COOL KICK ROLL ON 50ML,GST 18%,5005,33072000,132.08,195,199,2
NIVEA MEN DEEP IMPACT ROLL ON 50ML,GST 18%,5005,33072000,169.06,194,199,3
NIVEA MEN ENER DE IMPACT ROLL ON 50ML,GST 18%,5005,33072000,149.69,190,199,3
NIVEA MEN FRESH ACTIVE ROLL ON 25ML,GST 18%,5005,33072000,66.59,97,99,4
NIVEA MEN FRESH ACTIVE ROLL ON 50ML,GST 18%,5005,33072000,149.69,190,199,4
NIVEA FRESH NATURAL ROLL ON 50ML,GST 18%,5005,33072000,132.08,195,199,4
NIVEA MEN ROLLON 25ML(2+1),GST 18%,5005,33072000,163.06,193,198,0
NIVEA WOMEN ROLLON 25ML(2+1),GST 18%,5005,33072000,163.06,193,198,1
NIVEA WOMEN ROLLON 50ML(2+1),GST 18%,5005,33072000,304.7,361,370,0
NIVEA PEARL BEAUTY ROLL ON 25ML,GST 18%,5005,33072000,58.62,97,99,3
NIVEA PEARL BEAUTY ROLL ON 50ML,GST 18%,5005,33072000,135.46,195,199,4
NIVEA WHITENING ROLLON 25ML,GST 18%,5005,33072000,67.4,97,99,3
NIVEA WHITENING ROLLON 50ML,GST 18%,5005,33072000,126.8,195,199,3
NIVEA WHITENING SENSITIVE ROLLON 25ML,GST 18%,5005,33072000,84.12,97,99,3
NIVEA WHITENING SENSITIVE ROLLON 50ML,GST 18%,5005,33072000,132.08,195,199,3
FOGG MARCO 100GM,GST 18%,5005,33072000,155.73,178,199,7
FOGG NAPOLEN 100GM,GST 18%,5005,33072000,155.73,178,199,3
FOGG MEN IMPERIAL DEO 100GM,GST 18%,5005,33072000,155.73,178,199,3
FOGG MEN MAJESTIC DEO 100GM,GST 18%,5005,33072000,155.73,178,199,2
FOGG MEN ROYAL 100GM,GST 18%,5005,33072000,155.73,178,199,2
FOGG MEN VICTOR DEO 100GM,GST 18%,5005,33072000,155.73,178,199,1
FOGG WOMEN DELICIOUS DEO 100GM,GST 18%,5005,33072000,142.99,180,185,2
FOGG WOMEN ESSENCE 100GM,GST 18%,5005,33072000,155.74,178,199,3
FOGG WOMEN PARADISE 100GM,GST 18%,5005,33072000,155.73,178,199,3
FOGG WOMEN RADIATE DEO 100GM,GST 18%,5005,33072000,143,166.5,185,1
FOGG MEN MONARCH DEO 100GM,GST 18%,5005,33072000,155.74,178,199,2
FOGG MASTER AGAR 100G,GST 18%,5005,33072000,176.08,202.5,225,1
FOGG MASTER CEDAR 100G,GST 18%,5005,33072000,176.08,202.5,225,3
FOGG MASTER INT MARCO 100G,GST 18%,5005,33072000,176.08,202.5,225,0
FOGG MASTER IN NAPOLEON 100G,GST 18%,5005,33072000,176.18,202.5,225,1
FOGG MASTER IN ROYAL 100G,GST 18%,5005,33072000,176.08,202.5,225,3
FOGG MASTER IN VOYAGER 100G,GST 18%,5005,33072000,176.08,202.5,225,1
FOGG MASTER OAK100G,GST 18%,5005,33072000,176.18,202.5,225,3
FOGG FRAGNANCE AQUA 100GMS,GST 18%,5005,33030090,180,215,250,3
FOGG FRAGNANCE AROMAT 100GMS,GST 18%,5005,33030090,200.66,207,230,3
FOGG FRAGNANCE FOUGERE100GMS,GST 18%,5005,33030090,200.66,207,250,3
FOGG FRAGNANCE ORIENTAL 100GMS,GST 18%,5005,33030090,200.66,207,250,3
FOGG FRAGNANCE SPICY100GMS,GST 18%,5005,33030090,200.66,207,250,4
FOGG FRAGNANCE WOODY 100GMS,GST 18%,5005,33030090,180,207,230,2
FOGG FAN ABSOLUTE DEO 100G,GST 18%,5005,33072000,156.51,180,200,1
FOGG FAN DYNAMIC DEO 100G,GST 18%,5005,33072000,160.52,180,200,0
FOGG FAN EXTREME DEO 100G,GST 18%,5005,33072000,156.52,190,200,0
FOGG BLEU SKIES DEO100GMS,GST 18%,5005,33072000,195.57,229.5,255,0
FOGG BLEU MOUNTAIN 100GMS,GST 18%,5005,33072000,195.57,229.5,255,0
FOGG BLEU ISLAND 100GMS,GST 18%,5005,33072000,199.56,229.5,255,0
FOGG SCENT CZAR 30ML,GST 18%,5005,33030090,109.56,126,140,3
FOGG SCENT PRINCE 30ML,GST 18%,5005,33030090,109.57,129,140,0
FOGG SCENT SULTAN 30ML,GST 18%,5005,33030090,109.57,129,140,2
FOGG SCENT TYCOON 30ML,GST 18%,5005,33030090,109.56,129,140,0
FOGG SCENT XPRESSIO 100ML,GST 18%,5005,33030090,383.47,450,500,0
FOGG SCENT XTREMO 100ML,GST 18%,5005,33030090,391.29,450,500,2
FOGG SCENT IMPRESSIO 100ML,GST 18%,5005,33030090,383.47,487,500,0
FOGG SCENT INTENSIO 100ML,GST 18%,5005,33030090,383.47,450,500,3
FOGG SCENT MAKE MY DAY 100ML,GST 18%,5005,33030090,383.48,487,500,0
OSSUM DEO CHEER 115ML,GST 18%,5005,33030050,180.59,202.05,225,0
OSSUM DEO COMPORT 115ML,GST 18%,5005,33030050,180.59,202.05,225,0
OSSUM DEO PAMPER 115ML,GST 18%,5005,33030050,180.59,202.05,225,0
OSSUM DEO ZEAL115ML,GST 18%,5005,33030050,180.59,202.05,225,1
OSSUM PER MIST BLOSSOM 115ML,GST 18%,5005,33030050,172.56,202.05,225,2
OSSUM PER MIST DELIGHT 115ML,GST 18%,5005,33030050,200.66,202.05,225,1
OSSUM PER MIST PLEASURES 115ML,GST 18%,5005,33030050,200.66,230,250,0
OSSUM PER MIST ROMANCE 115ML,GST 18%,5005,33030050,172.56,202.05,225,2
FOGG 1000 ADVENTURE 125GM,GST 18%,5005,33072000,184.61,207,230,1
FOGG 1000 FOREVER 125GM,GST 18%,5005,33072000,184.71,207,230,0
FOGG 1000 STATUS125GM,GST 18%,5005,33072000,184.71,200,230,0
FOGG 1000 ULTIMATE 125GM,GST 18%,5005,33072000,184.61,207,230,1
FOGG CLASSIC CELEBRATE 100GMS,GST 18%,5005,33072000,172.56,202.5,225,0
FOGG CLASSIC INDULGE 100GMS,GST 18%,5005,33072000,172.56,202.5,225,0
FOGG CLASSIC PEP-UP 100GMS,GST 18%,5005,33072000,172.56,202.5,225,0
FOGG FLYER MARVEL 100G II,GST 18%,5005,33072000,138.05,162,180,0
YARDLEY ENG ROSE SPRAY 150ML,GST 18%,5005,33049930,165.48,185,199,1
YARDLEY LON JASMINE SPRAY 150ML,GST 18%,5005,33049930,158,180.5,190,1
YARDLEY LACE SATIN SPRAY 150ML,GST 18%,5005,33049930,173.8,206,209,2
YARDLEY LACE SPRAY 150ML,GST 18%,5005,33049930,158,180.5,190,1
YARDLEY LAVENDER SPRAY 150ML,GST 18%,5005,33049930,165.48,185,199,1
YARDLEY RED ROSES SPRAY 150ML,GST 18%,5005,33049930,173.8,206,209,5
YARDLEY IMP SANDLE WOOD SPRAY 150ML,GST 18%,5005,33049930,165.48,189,199,6
YARDLEY LONDON MIST SPRAY 150ML,GST 18%,5005,33049930,165.48,185,199,2
YARDLEY LON MORNING DEW SPRAY 150ML,GST 18%,5005,33072000,173.8,206,209,2
YARDLEY COM PER CLASSIC 18ML,GST 18%,5005,33030090,57.04,69,70,0
YARDLEY COM PER DUKE 18ML,GST 18%,5005,33030090,57.04,69,70,0
YARDLEY COM PER ROYALE 18ML,GST 18%,5005,33030090,57.04,69,70,0
YARDLEY COM PER GEN URBANE 18ML,GST 18%,5005,33030090,57.04,69,70,0
YARDLEY COM PER ENG LAVEN 18ML,GST 18%,5005,330330090,58.21,69,70,0
YARDLEY COM PER AUTUMN BLOOM 18ML,GST 18%,5005,33030090,58.21,69,70,1
YARDLEY COM PER COUNTRY BREEZE 18ML,GST 18%,5005,33030090,58.21,69,70,0
YARDLEY COM PER MOR DEW 18ML,GST 18%,5005,33072000,58.21,69,70,1
YARDLEY COUNTRY BREEZE 150ML,GST 18%,5005,33072000,154.84,185,190,3
YARDLEY ENG BLOSSO ROLL ON 50ML,GST 18%,5005,34011110,145.53,170,175,3
YARDLEY GEN CLASSIC ROLL ON 50ML,GST 18%,5005,33049930,165.48,190,199,4
YARDLEY ENG LAVENDER ROLL ON 50ML,GST 18%,5005,34011110,165.48,190,199,2
YARDLEY EDC AUTUMM BLOOM 50ML,GST 18%,5005,33030010,230.99,292,299,0
YARDLEY EDC COUNTRY BREEZE 50ML,GST 18%,5005,33030010,230.99,269.1,299,0
YARDLEY EDC LONDON MIST 50ML,GST 18%,5005,33030010,242.43,297,299,0
YARDLEY EDC MORNING DEW 50ML,GST 18%,5005,33030010,230.99,292,299,0
FOGG MASTER PINE 100G,GST 18%,5005,33072000,176.08,202.5,225,1
PETER ENGLAND  DEO AQUA 150ML,GST 18%,5005,3307,171.53,194,199,3
PETER ENGLAND DEO SPICY 150ML,GST 18%,5005,3307,171.53,194,199,7
PETER ENGLAND DEO LEGEND 150ML,GST 18%,5005,3307,171.53,194,199,6
PETER ENGLAND  DEO FLOURISH 150ML,GST 18%,5005,3307,171.53,194,199,6
PETER ENGLAND DEO SENSUAL 150ML,GST 18%,5005,3307,171.53,194,199,7
PETER ENGLAND  DEO ORIENTAL 150ML,GST 18%,5005,3307,171.53,194,199,7
PETER ENGLAND DEO SPORTY 150ML,GST 18%,5005,3307,171.53,194,199,6
PETER ENGLAND DEO WOODY 150ML,GST 18%,5005,3307,171.53,194,199,8
ENCHANTEUR CHARMING BODY MIST 105G,GST 18%,5005,33049930,154.84,171,190,3
ENCHANTEUR ENTICING BODY MIST 105G,GST 18%,5005,33049930,158,171,190,0
ENCHANTEUR GEORGEOUS 150ML,GST 18%,5005,3303,165.48,197,199,2
CUTICURA VERVE DEO 100G,GST 18%,5005,33072000,119.59,134,149,4
CUTICURA ZING DEO 100G,GST 18%,5005,33072000,119.59,134,149,3
CUTICURA NEON BLUE DEO 100G,GST 18%,5005,33072000,119.59,134,149,0
BRUT MUSK DEO 200ML,GST 18%,5005,33072000,209.3,290,299,4
GLAM UP SPRAY 34G,GST 18%,5005,33049910,196.87,218,225,0
KAMA SUTRA DEO HARD 150ML,GST 18%,5005,33072000,168.74,189,210,0
KAMA SUTRA DEO ON 150ML,GST 18%,5005,33072000,168.74,189,210,0
KAMA SUTRA DEO RUSH 150ML,GST 18%,5005,33072000,168.74,189,210,3
KAMA SUTRA DEO SPARK 150ML,GST 18%,5005,33072000,165.37,189,210,4
KAMA SUTRA DEO SPARK (NO GAS) 150ML,GST 18%,5005,33072000,165.37,203,210,3
KAMA SUTRA DEO SPARK 40ML,GST 18%,5005,33072000,52.49,64,65,0
KAMA SUTRA DEO SPARK NO GAS 125ML,GST 18%,5005,33072000,192.85,216,240,0
