Item Name,MFR Name,Selling,M.R.P,Total Stock
PANTENE CONDITIONER HFC 180ML,MFR,185,190,1
PANTENE H.FALL.C. 180ML,MFR,178,180,2
PANTENE HAIR ALL CON 340ML,MFR,220,225,0
PANTENE HAIRFALL CONTROL SAMPOO 5PCS,MFR,0,0,0
PANTENE HAIRFALL CONTROL SAMPOO 8N,MFR,14.5,15,6
PANTENE HAIRFALL SHAMPOO ,MFR,30,32,38
PANTENE HC 5ML* 5N,MFR,9.8,10,0
PANTENE LIVE.CLEAN 400ML,MFR,220,225,2
PANTENE LIVE.CLEAN 90ML,MFR,73,75,4
PANTENE OHM OIL RPNT 80ML,MFR,88,90,8
PANTENE OIL RLMNT 180ML,MFR,185,190,4
PANTENE SAMPOO 8N,MFR,16,16,1
PANTENE SS.CARE 340ML,MFR,210,220,0
PAPAD CORN VADAM 100G,MFR,42,45,4
PAPAD GARLIC VADAM 100G,MFR,42,45,14
PAPAD GOLD FINGER  RING 100GM,MFR,20,23,10
PAPAD GOLD FINGER CHAKRA 100G,MFR,20,23,3
PAPAD GOLD FINGER STAR 100G,MFR,19,20,1
PAPAD GOLD FINGER SURYA 100G,MFR,20,23,6
PAPAD GOLD FINGER WINDOW 100G,MFR,20,23,13
PAPAD GOLD FINGER YELLOW 100G,MFR,20,23,17
PAPAD GREEN CHILLI VADAM 100G,MFR,42,45,4
PAPAD OMAM VADAM 100G,MFR,43,45,4
PAPAD ONION RING 100G,MFR,30,32,7
PAPAD POTATO VADAM 100G,MFR,42,45,7
PAPAD RED CHILLI VADAM 100G,MFR,42,45,9
PAPAD RICE VADAM 100G,MFR,45,50,24
PAPAD SPL JEERA VADAM 100G,MFR,42,45,9
PAPAYA,MFR,50,50,19.58
PAPER BOAT 10RS,MFR,9.8,10,7
PAPER BOAT AAM PANNA 20/-,MFR,19.5,20,1
PAPER BOAT AAMRAS,MFR,19.5,20,11
PAPER BOAT ALPHONSO,MFR,19.5,20,12
PAPER BOAT ANAR,MFR,24,25,10
PAPER BOAT APPLE,MFR,19.5,20,24
PAPER BOAT APPLE VIT.D JUICE,MFR,19.5,20,7
PAPER BOAT CHILLI GUAVA,MFR,19.5,20,10
PAPER BOAT JALJEERA 20/-,MFR,19.5,20,5
PAPER BOAT LYCHEE RAS 20/-,MFR,19.5,20,23
PAPER BOAT MIXED FRUIT 20/-,MFR,19.5,20,3
PAPER BOAT ORANGE 150ML,MFR,19.5,20,1
PAPER BOAT PET 250ML,MFR,34,35,0
PAPER BOAT SANTRA,MFR,19,20,4
PAPER BOAT SWING LU LYCHEE 10/-,MFR,9.8,10,6
PAPER BOAT SWING LUSH LYCHEE 20/-,MFR,20,20,6
PAPER BOAT SWING MANGO 20/-,MFR,20,20,6
PAPER BOAT SWING MIXED FRUIT 20/-,MFR,20,20,6
PAPER BOAT SWING ORANGE 20/-,MFR,20,20,6
PAPER BOAT SWING ZESTY POMEGRANATE 20/-,MFR,20,20,6
PAPER CUPS 50*PCS,MFR,90,99,1
PAPER GRID NOTE BOOK ,MFR,180,190,2
PAPER GRID NOTE BOOK 120 PAGES SR 35/-,MFR,34,35,0
PAPER GRID NOTE BOOK 120 PAGES UR 35/-,MFR,34,35,0
PAPER GRID NOTE BOOK 156 PAGES SR 28/-,MFR,27,28,3
PAPER GRID NOTE BOOK 156 PAGES UR 28/-,MFR,27,28,1
PAPER GRID NOTE BOOK 160 PAGES SR 48/-,MFR,47,48,4
PAPER GRID NOTE BOOK 160 PAGES SR 60/-,MFR,58,60,8
PAPER GRID NOTE BOOK 160 PAGES UR 48/-,MFR,44,45,2
PAPER GRID NOTE BOOK 160 PAGES UR 60/-,MFR,60,60,0
PAPER GRID NOTE BOOK 4LINS-,MFR,24,25,1
PAPER GRID NOTE BOOK 72 PAGES SR 30/-,MFR,29,30,4
PAPER GRID NOTE BOOK 72 PAGES UR 30/-,MFR,29,30,12
PAPER GRID NOTE BOOK SR 17/-,MFR,14,15,3
PAPER GRID NOTE BOOK SR 210/-,MFR,200,210,1
PAPER GRID NOTE BOOK SR 30/-,MFR,29,30,2
PAPER GRID NOTE BOOK UR 15/-,MFR,17,17,7
PAPER GRID NOTE BOOK UR 210/-,MFR,200,210,0
PAPER GRID NOTE BOOK UR 30/-,MFR,29,30,1
PAPER SOAP,MFR,75,80,0
PAPER STRAWS 7MM,MFR,115,140,1
PAPERKRAFT DESK NOTE 20/-,MFR,19.5,20,2
PAPERMARK NOTEBOOK 28/-,MFR,27,28,9
PAPERMARK NOTEBOOK 55/-,MFR,54,55,0
PARACHUTE 20/-,MFR,19.5,20,4
PARACHUTE ADVANCE JASMINE HAIR OIL 500ML,MFR,215,220,3
PARACHUTE ADVANCED ALOE VERA ENRI CO OIL 75ML,MFR,39,40,5
PARACHUTE ADVANCED ALOE VERA ENRICH CO OIL 250ML,MFR,133,135,6
PARACHUTE ADVANCED ALOE VERA ENRICH CO OIL 250ML +75ML,MFR,118,120,1
PARACHUTE ADVANCED ALOE VERA ENRICH COCONUT OIL 150ML,MFR,76,79,3
PARACHUTE ADVANCED GOLD COCONUT OIL 170ML,MFR,75,77,0
PARACHUTE ADVANCED GOLD COCONUT OIL 275ML,MFR,120,122,0
PARACHUTE ADVANCED GOLD COCONUT OIL 450ML,MFR,260,265,3
PARACHUTE ADVANCED GOLD COCONUT OIL 500ML,MFR,245,250,0
PARACHUTE ADVANCED GOLD COCONUT OIL 90ML,MFR,41,42,1
PARACHUTE ADVANCED JASMINE H OIL 190ML,MFR,88,89,4
PARACHUTE ADVANCED JASMINE H OIL 300ML,MFR,132,134,2
PARACHUTE ADVANCED JASMINE H OIL 45ML,MFR,19.5,20,24
PARACHUTE ADVANCED JASMINE HAIR OIL 90ML,MFR,39,40,3
PARACHUTE ADVANCED MEN HAIR CREAM 100G,MFR,92,95,0
PARACHUTE AYUR COCONUT HAIR OIL 300ML,MFR,182,185,0
PARACHUTE AYUR COCONUT HAIR OIL 45ML,MFR,29,30,1
PARACHUTE AYUR COCONUT HAIR OIL 95ML,MFR,62,64,9
PARACHUTE AYUR CONUT HAIR OIL 190ML,MFR,120,125,5
PARACHUTE COCONUT OIL ,MFR,19.5,20,28
PARACHUTE COCONUT OIL 100ML,MFR,39,40,18
PARACHUTE COCONUT OIL 100ML +20 EX PKT,MFR,27,28,38
PARACHUTE COCONUT OIL 175ML,MFR,67,69,14
PARACHUTE COCONUT OIL 250ML,MFR,100,102,18
PARACHUTE COCONUT OIL 500G,MFR,155,165,18
PARACHUTE COCONUT OIL 500ML,MFR,192,194,10
PARACHUTE COCONUT OIL 50ML,MFR,19.5,20,9
PARACHUTE COCONUT OIL JAR 1LIT,MFR,365,370,4
PARACHUTE MEN ANTI DAN100G,MFR,93,95,1
PARACHUTE MEN CLASSIC 100G,MFR,88,90,1
PARACHUTE OIL 10/-,MFR,9.8,10,6
PARACHUTE SAMPOORANA 145ML,MFR,73,75,5
PARACHUTE SAMPOORNA 280ML,MFR,143,145,8
PARACHUTE SAMPORNA 80ML,MFR,41,42,0
PAREXCEL ALOE VERA GEL,MFR,92,95,0
PARI JIO JASMINE,MFR,54,55,1
PARIMAL INTIMATE TUBE AGARBATHI 14/-,MFR,13,14,2
PARIMAL JIO SANDAL 19G,MFR,12,13,8
PARIMAL JIYO LAVENDER 105GMS,MFR,50,55,0
PARIMAL JIYO LAVENDER 19GMS,MFR,12,13,7
PARIMAL JIYO PREMIUM INCENSE CONES NISARG 15/-,MFR,14,15,19
PARIMAL JIYO ROSE 19GMS,MFR,12,13,8
PARIMAL JNISAG 105GMS,MFR,50,55,5
PARIMAL KESAR KASTHURI 100G,MFR,52,55,11
PARIMAL KESAR KASTHURI 20G,MFR,11.5,12,12
PARIMAL MANGAL CUP SAM,MFR,78,80,13
PARIMAL MELONMANIA,MFR,59,60,12
PARIMAL OMA 120GMS,MFR,51,55,4
PARIMAL OMA 20GMS,MFR,11,12,6
PARIMAL PINE APPLE  BLAST AGARBATHI 100GM,MFR,50,55,12
PARIMAL PINE APPLE BLAST AGARBATHI 18GM,MFR,11,12,12
PARIMAL POOJA FLORA BATHI 100GMS,MFR,52,55,6
PARIMAL POOJA FLORA BATHI 20GMS,MFR,11,12,11
PARIMAL PURE ROSE BATHI,MFR,130,150,0
PARIMAL PURE SAND BATHI,MFR,130,150,1
PARIMAL SANDAL 105GMS,MFR,50,55,12
PARIMAL YATRA BATHI 30GM,MFR,58,60,8
PARK AVENUE AFTER SHAVE LOTION COOL BLUE 50ML,MFR,145,150,0
PARK AVENUE AFTER SHAVE LOTION GD MRNG 50ML,MFR,145,150,0
PARK AVENUE AFTER SHAVE LOTION NW TRAV PACK 45ML,MFR,97,99,1
PARK AVENUE ALEXANDER 150ML,MFR,179.1,199,0
PARK AVENUE ALPHA BS 150ML,MFR,215,225,1
PARK AVENUE ALPS FRESH 130ML,MFR,205,210,1
PARK AVENUE ALTR BO SPR 150ML,MFR,237,250,0
PARK AVENUE AMAZON WOODS 120ML,MFR,335,349,2
PARK AVENUE BEER HAIRFALL CONTROL 180ML,MFR,165,170,0
PARK AVENUE BEER SHA ANTI DAND 180ML,MFR,165,170,4
PARK AVENUE BEER SHA ANTI DAND 70ML,MFR,58,60,0
PARK AVENUE BEER SHA DAMA FR 180ML,MFR,195,199,15
PARK AVENUE BEER SHA DAMA FR 70ML,MFR,39,40,0
PARK AVENUE BEER SHAMPO SHIN BOUN 180ML,MFR,195,199,2
PARK AVENUE BEER SHAMPO SHIN BOUN 70ML,MFR,63,65,7
PARK AVENUE BUY3 GET 1,MFR,199,210,9
PARK AVENUE COOL BL SOAP 125G,MFR,69,70,13
PARK AVENUE COOL BLU BOD SPR 150ML,MFR,215,225,0
PARK AVENUE COOL BLUE 130ML,MFR,189,210,2
PARK AVENUE DISCOVER SPRAY 150ML,MFR,245,250,0
PARK AVENUE ECLECTI BODY SPR 150ML,MFR,194,199,0
PARK AVENUE ELEVATE PERFUME,MFR,225,235,3
PARK AVENUE EPIC 150ML,MFR,215,225,2
PARK AVENUE FUJI SPICE 130ML,MFR,189,210,1
PARK AVENUE GERM PROTECT SOAP,MFR,49,50,1
PARK AVENUE GOOD MO SOAP 125G,MFR,69,70,0
PARK AVENUE GOOD MORNIG SOAP 75G,MFR,39,40,1
PARK AVENUE GOOD MORNING 40ML,MFR,75,80,0
PARK AVENUE GOOD MORNING 50ML,MFR,340,349,1
PARK AVENUE GOOD MORNING PP,MFR,65,70,10
PARK AVENUE HAIR FALL BEER SAMPOO 70ML,MFR,39,40,0
PARK AVENUE HECULES 150ML,MFR,179.1,199,0
PARK AVENUE ICON SPRAY 130ML,MFR,275,280,1
PARK AVENUE INTEN 150ML,MFR,215,225,4
PARK AVENUE LEMON STORM 75G,MFR,39,40,0
PARK AVENUE LUXURY SO 125G,MFR,69,70,8
PARK AVENUE MAGNIFICO,MFR,275,280,1
PARK AVENUE MARCUS 150ML,MFR,220,225,3
PARK AVENUE MEGA DEO VOYAGE 220ML,MFR,215,225,1
PARK AVENUE MYSTIQUE 120ML,MFR,220,225,2
PARK AVENUE NEO BO SPR 150ML,MFR,249,250,2
PARK AVENUE NEO BO SPRRAY 235ML,MFR,290,299,0
PARK AVENUE OPTIMUS 150ML,MFR,179.1,199,1
PARK AVENUE PURE LUXURY 75G,MFR,39,40,1
PARK AVENUE REGAL SPRAY 130ML,MFR,237,250,2
PARK AVENUE RUGGET GE 100G,MFR,83,85,0
PARK AVENUE RUGGET GE 50G,MFR,49,50,0
PARK AVENUE SHAVING CR CLASSIC 84GM,MFR,74,75,1
PARK AVENUE SHAVING CR COOL BLUE 84GM,MFR,74,75,1
PARK AVENUE SHAVING CR GUD MRNG 84GM,MFR,74,75,2
PARK AVENUE SHAVING CR LEMON STORM 84GM,MFR,68,69,2
PARK AVENUE SOAP 25/-,MFR,22.5,24,23
PARK AVENUE SOF HOL 100G,MFR,83,85,0
PARK AVENUE STORM 130ML,MFR,189,210,0
PARK AVENUE STORM BOD SPR 150ML,MFR,215,225,1
PARK AVENUE STORM SO 125G,MFR,69,70,3
PARK AVENUE TRANQUIL SPR 150ML,MFR,179.1,199,0
PARK AVENUE ULTIMATE SPRAY 130ML,MFR,275,280,0
PARK AVENUE VOYA BO SPR 150ML,MFR,299,349,1
PARK AVENUE VOYA BO SPR 80ML,MFR,145,149,0
PARK AVENUE VOYAGE 18ML,MFR,70,75,0
PARK AVENUE VOYAGE 50ML,MFR,390,399,0
PARK AVENUE WAKE UP BOD SPR 150ML,MFR,199,225,4
PARK AVENUE WET LOOK 100G,MFR,83,85,0
PARK AVENUE ZEST 120ML,MFR,220,225,0
PARK AVENUE ZOUK SPRA 135ML,MFR,210,220,0
PARK AVETRANC SPRA 135ML,MFR,210,220,5
PARK ELECTRI SPRA 135ML,MFR,200,210,0
PARK FIESTA SPRA 135ML,MFR,210,220,2
PARLE - G ROYALE 10/-,MFR,9.8,10,11
PARLE 2 IN 1 ECLAIRS ,MFR,49,50,0
PARLE 20-20 BUTTER COOKIES 150G+50G,MFR,19,20,0
PARLE 20-20 CASEW COOKIES,MFR,4.75,5,0
PARLE 20-20 CASHEW 150G,MFR,34,35,5
PARLE 20-20 GOLD CASHEW ALMOND,MFR,9.8,10,6
PARLE 2IN1 ECLAIRS 198G,MFR,49,50,3
PARLE BOURBON FAB COMBO 80/-,MFR,80,100,3
PARLE CAFECHINO TOFFEE ,MFR,49,50,4
PARLE CHA TASTY PEANUTS 10/-,MFR,9.8,10,4
PARLE COCONUT 10/-,MFR,9.8,10,32
PARLE FAB BOERBON 120G,MFR,9.5,10,29
PARLE GUAVA ZING CANDY 50/-,MFR,49,50,0
PARLE HAND SANITIZER 200ML,MFR,95,100,0
PARLE HAND SANITIZER 500ML,MFR,237.5,250,1
PARLE HAPPY HAPPY CREME 10/-,MFR,9.8,10,25
PARLE HAPPY HAPPY CREME 5/-,MFR,5,5,29
PARLE HIDE AND SEEK 400G,MFR,115,120,0
PARLE HIDE AND SEEK CREME 400G,MFR,138,140,1
PARLE HIDE SEEK 120GM,MFR,29,30,9
PARLE HIDE SEEK 200G,MFR,59,60,0
PARLE HIDE SEEK ALMONDS,MFR,29,30,19
PARLE KACCHA MANGO BITE-,MFR,49,50,6
PARLE KISMI 94G,MFR,9.8,10,12
PARLE KISMI ELAICHI 245.5G,MFR,49,50,6
PARLE KRACK JACK 200G,MFR,29,30,4
PARLE KRACK JACK 50G 10/,MFR,9.8,10,0
PARLE KRACK JACK JEERA BIS 10/-,MFR,9.8,10,0
PARLE LONDONDERRY 277G,MFR,49,50,8
"PARLE MAGIX CHO,ORA,ELAT 10/-",MFR,9.8,10,0
PARLE MANGO BITE,MFR,49,50,9
PARLE MARIE 90G,MFR,9.8,10,5
PARLE MASALA ONION,MFR,9.8,10,9
PARLE MAZELO,MFR,59,60,0
PARLE MAZELO FRUIT GANG ,MFR,49,50,2
PARLE MILANO MINIS,MFR,78,80,0
PARLE MILK SH AKTHI 5/-,MFR,5,5,21
PARLE MILK SHAKTI 150GM,MFR,34,35,9
PARLE MILK SHAKTI 20/-,MFR,19.5,20,0
PARLE MILK SHAKTI 98G,MFR,9.8,10,0
PARLE MONACO PIRI PIRI,MFR,9.8,10,12
PARLE MONACO PIZZA 10/-,MFR,9.8,10,17
PARLE MONACO PIZZA 300G,MFR,73,75,1
PARLE NICE 10/-,MFR,9.8,10,0
PARLE NUTRI CRUNCH GINGER SNAP COOKIS,MFR,19,20,4
PARLE NUTRIC LITE 15/-,MFR,14.5,15,3
PARLE NUTRICRUNCH 100G,MFR,19.5,20,6
PARLE ORANGE BITE,MFR,49,50,5
PARLE ORANGE BITE 2,MFR,49,50,5
PARLE PREMIUM RUSK,MFR,10,10,81
PARLE PREMIUM RUSK 40/-,MFR,39,40,7
PARLE ROLA COLA 20/-,MFR,19.5,20,1
PARLE RUSK MILK 200G,MFR,34,35,32
PARLE RUSK MILK 400G,MFR,59,60,20
PARLE RUSK REAL ELAICHI,MFR,34,35,18
PARLE TOP BUTTERY CRACKERS 10/-,MFR,9.8,10,10
PARLE TOPSPIN 10/-,MFR,9.8,10,0
PARLE-G,MFR,79,80,1
PARLE-G 110+20G,MFR,9.8,10,52
PARLE-G 200G+50,MFR,24,25,22
PARLE-G 250G,MFR,20,20,3
PARLE-G 3/-,MFR,3,3,20
PARLE-G 3/- PACK,MFR,68,72,0
PARLE-G 5/-,MFR,5,5,27
PARLE-G 800G,MFR,98,100,2
PARLE-G COOKIES 10RS,MFR,9.8,10,34
PARLE-G COOKIES RS-5,MFR,5,5,0
PARLE-G OATS BERRIES BISCUITS 10/-,MFR,9.8,10,26
PARLES ALOO CHAT 10/-,MFR,9,10,2
PARODONTAX DAILY FLUORIDE,MFR,118,120,0
PARODONTAX ULTRA CLEAN,MFR,118,120,0
PARODONTAX VALUE PACK,MFR,163,165,2
PARROT GARBAGE BAG EXTRA LARGE,MFR,115,150,18
PARROT GARBAGE BAG LARGE,MFR,80,95,27
PARROT GARBAGE BAG LARGE G,MFR,85,95,0
PARROT GARBAGE BAG MEDIUM,MFR,70,80,44
PARROT GARBAGE BAG SMALL,MFR,65,75,26
PARROT NAPHALENE BALLS COLOUR,MFR,45,50,7
PARROT NAPTHALENE BALLS WHITE,MFR,45,48,15
PARRY AMRIT JR 750G,MFR,88,90,1
PARRY BENGAL GRAM 1KG,MFR,116,120,6
PARRY BENGAL GRAM 500G,MFR,60,65,2
PARRY BOILED RICE 26KG,MFR,"1,620.00","1,980.00",3
PARRY MILLET KUTHURAVALI 500G,MFR,105,110,9
PARRY MOONG 500G,MFR,91,94,6
PARRY MOONG DAL 1KG,MFR,173,180,3
PARRY ORID DAL 1KG,MFR,180,190,6
PARRY PURE REF SUG 1KG,MFR,59,60,22
PARRY PURE SUGAR 1KG,MFR,73,75,5
PARRY RAGI FLOUR 500G,MFR,68,70,0
PARRY SAMAI 500G,MFR,105,110,8
PARRY TOOR DAL 1KG,MFR,220,230,6
PARRY VARAGU 500G,MFR,95,100,9
PARRY W LABLE 1KG,MFR,54,55,17
PARRY WHITE L SUGAR 500G,MFR,29,30,38
PARRYS HANDKLEEN HAND SANITIZER 50/-,MFR,49,50,1
PARRYS PURE CUBES SUGAR 200GM,MFR,69,70,6
PARRYS SWEET CARE LOW GI SUGAR 200G(40N),MFR,47,50,0
PARRYS SWEET CARE LOW GI SUGAR 500G,MFR,59,60,17
PARRYS WHITE LABEL SUGAR 200GM,MFR,14,15,10
PARY AMIRIT NB SUGAR 500G,MFR,49,50,6
PASEO SMART NAPKIN 100G,MFR,65,70,6
PATANJALI ALOEVERA CL 150G,MFR,43,44,4
PATANJALI ALOEVERA CL 75G,MFR,22.5,23,9
PATANJALI AMLA CANDY 250G,MFR,65,70,0
PATANJALI AMLA HAIR OIL 100ML,MFR,39,40,0
PATANJALI AMLA HAIR OIL 200ML,MFR,79,80,0
PATANJALI ANTI HERBAL HAND WASH 250ML,MFR,59,60,0
PATANJALI ATTA NOODLES 10/-,MFR,9.8,10,12
PATANJALI ATTA NOODLES 4PACK,MFR,39,40,10
PATANJALI ATTA NOODLES CHATPATA 60G,MFR,9.8,10,0
PATANJALI ATTA WHEAT FLOUR 1KG,MFR,47,48,2
PATANJALI BALM 25/-,MFR,24,25,0
PATANJALI BALM 45/-,MFR,44,45,0
PATANJALI DAILA 500G,MFR,24,25,4
PATANJALI DKANTI NAT TP 10/-,MFR,9.8,10,1
PATANJALI DKANTI NAT TP 100G,MFR,44,45,1
PATANJALI DKANTI NAT TP 200G,MFR,84,85,0
PATANJALI DKANTI NAT TP 50G,MFR,19.5,20,0
PATANJALI DOODH BISCUITS 10/-,MFR,9.8,10,3
PATANJALI DOODH BISCUITS 35-/,MFR,34,35,8
PATANJALI GULAB JAL 120ML,MFR,27,28,3
PATANJALI HAND SANITIZER,MFR,54,55,1
PATANJALI HC KANTI BODY CL 150G,MFR,43,44,4
PATANJALI HC KANTI BODY CL 75G,MFR,22.5,23,0
PATANJALI HERB HANDWASH 200ML,MFR,44,45,3
PATANJALI HERB WA D POW 1KG,MFR,69,70,0
PATANJALI HERB WA D POW 500G,MFR,35,36,0
PATANJALI HERB WASH LEM 1KG,MFR,69,70,0
PATANJALI HERB WASH LEM 500G,MFR,34,35,0
PATANJALI HONEY 250G,MFR,72,75,12
PATANJALI HONEY 500G,MFR,140,145,0
PATANJALI KE KAN AL VERA HC,MFR,84,85,0
PATANJALI KESH KANTI HR CLEANSER ,MFR,1,1,10
PATANJALI KESH KANTI HR CLEANSER MILK PRO 200ML,MFR,93,95,0
PATANJALI KESH KANTI HR REETHA 200ML,MFR,84,85,3
PATANJALI KESH KANTI HR SILK AND SHINE 200ML,MFR,79,80,0
PATANJALI KK HAIR CL DAND 200ML,MFR,108,110,0
PATANJALI KK NAT HAIR CL 200ML,MFR,74,75,0
PATANJALI MARIE BIS 10/-,MFR,9.8,10,22
PATANJALI MARIE BIS 30/-,MFR,29,30,1
PATANJALI MIXED FRUIT JAM 100-/,MFR,90,100,0
PATANJALI MUL MITTI CL 75G,MFR,44,45,4
PATANJALI NARIYAL BISCUITS 10-/,MFR,9.8,10,6
PATANJALI NEEM BODY CL 150G,MFR,43,44,0
PATANJALI NEEM BODY CL 75G,MFR,22.5,23,9
PATANJALI NEEM SOAP 100G,MFR,21,22,1
PATANJALI PANCHGAVYA 150G,MFR,27,28,0
PATANJALI PANCHGAVYA 75G,MFR,14.5,15,0
PATANJALI SAUN ALO VER KC GEL 150ML,MFR,118,120,0
PATANJALI SAUN ALOE VERA GEL 150ML,MFR,98,100,0
PATANJALI SAUN ALOE VERA KC GEL 60ML,MFR,49,50,0
PATANJALI SAUN FW 60G,MFR,58,60,0
PATANJALI SD SAND B CL 75G,MFR,39,40,8
PATANJALI SOMYA LIQ DETERGENT 500ML,MFR,75,80,0
PATANJALI SPECIAL CHAYAWANPRASH 135-/,MFR,130,135,2
PATANJALI SUPER DW 280G 3*1,MFR,39,40,0
PATANJALI SUPER DW BAR 175G,MFR,9.8,10,47
PATTAI 25G N,MFR,18,22,27
PATTAI 25G OLD,MFR,18,20,0
PATTAI BULK,MFR,600,720,2.86
PATTANI 250G,MFR,48,60,6
PATTANI GREEN 250G OLD,MFR,49,60,0
PATTANI PARUPPU 500G OLD,MFR,45,50,13
PATTANI PARUPU 500G,MFR,44,50,1
PATTANI PARUPU BULK,MFR,90,100,2
PATTANI WH 250G OLD,MFR,26,30,0
PATTANI WHITE 250G,MFR,25,30,41
PATTANI WHITE BULK,MFR,100,120,3.95
PAVUN DOMICE SPARKLE RS.30/-,MFR,29,30,0
PAVUN STICK CHIPS RS.30/-,MFR,29,30,0
PAVUN UMBRELLA CHIPS RS.30/-,MFR,29,30,0
PAVUN WHEEL CHIPS RS.30/-,MFR,29,30,0
PDS OIL CONTROL FACE WASH  50G,MFR,67,69,4
PDS PW FACEWASH 100G,MFR,187,190,7
PE BIRDS CUTTING BOARD 001 ,MFR,216,299,0
PE BIRDS CUTTING BOARD 004,MFR,399,550,0
PE BIRDS KITCHEN CONTAINER GLASS B1802,MFR,320,370,3
PE BIRDS SS RACK SQAURE ,MFR,750,899,9
PE BIRDS STORAGE  JARS ,MFR,475,705,3
PE BIRDS STORAGE JARS ,MFR,545,810,0
PE BIRDS STORAGE JARS 615/-,MFR,355,615,2
PE BIRDS STORAGE JARS 649/-,MFR,450,649,2
PEACE FACE TISSUE 100PULLS,MFR,75,80,5
PEACE KITCHEN TOWEL 2IN1,MFR,120,130,0
PEACE KITCHEN TOWEL 60PULLS,MFR,68,70,4
PEACE NAPKIN 100PULLS,MFR,50,55,2
PEACE NAPKIN 30*30 100PULLS,MFR,55,60,0
PEACE NAPKIN 30*30 50PULLS,MFR,30,35,0
PEACE NAPKIN 50PULLS,MFR,28,30,0
PEACE TOILET TISSUE 200PULLS,MFR,39,40,9
PEACOCK 2 IN 1 PEELER PE-2,MFR,105,119,1
PEACOCK 2 IN 1 PEELER PE-2 95/-,MFR,80,95,0
PEACOCK BULLET SLIM FLASK 750ML,MFR,870,885,0
PEACOCK COLA BOTTLE 350ML COLOUR,MFR,630,640,1
PEACOCK GREATER PE-1 109/-,MFR,95,109,0
PEACOCK GREATER PE-15 109/-,MFR,95,109,0
PEACOCK GREATER PE-16 219/-,MFR,190,219,0
PEACOCK KNIFE KF-03,MFR,140,150,10
PEACOCK KNIFE PE-5 69/-,MFR,59,69,0
PEACOCK KNIFE PLAIN KF-03,MFR,110,120,0
PEACOCK PEELER PE-10,MFR,69,79,2
PEACOCK PEELER PE-11 109/-,MFR,99,109,0
PEACOCK PEELER PE-17 ,MFR,62,64,1
PEACOCK PEELER PE-19 95/-,MFR,75,95,2
PEACOCK PEELER PE-3,MFR,85,95,5
PEACOCK PEELER PE-4,MFR,70,79,3
PEACOCK PEELER PE-6,MFR,48,53,1
PEACOCK PEELER PE-9 89/-,MFR,75,89,0
PEACOCK REFILLABLE BOTTLES ,MFR,210,249,2
PEACOCK SCISSORS PE-20,MFR,290,299,6
PEACOCK STRAINER(S) PE-12 89/-,MFR,79,89,11
PEACOCK STRAINER(S) PE-13 ,MFR,99,109,0
PEACOCK STRAINER(S) PE-35 ,MFR,45,49,0
PEACOCK STRAINER(S) PE-36 ,MFR,70,79,3
PEACOCKS 8 PLAIN KNIFE KF-04,MFR,82,85,0
PEACOCKS 8 PLAIN KNIFE KF-07,MFR,95,99,0
PEACOCKS 8 PLAIN KNIFE KF-10,MFR,95,99,0
PEACOCKS FISH CUTTER PE-14,MFR,180,199,2
PEACOCKS FLODING KNIFE,MFR,90,95,5
PEACOCKS GAS LIGHTER PE-57,MFR,115,130,0
PEACOCKS GRATER SMALL HOLE,MFR,160,169,3
PEACOCKS KNIFE PE-07,MFR,90,95,1
PEACOCKS PLAIN KNIFE PKF-08,MFR,82,85,0
PEACOCKS TOMATO 8 KNIFE KF-11,MFR,90,95,0
PEANUT BALLS 70G,MFR,24,25,1
PEAR/PERIKA,MFR,0,0,0
PEARL DUSTBIN COVER 72/-,MFR,70,72,0
PEARS BW LEMON GENTLE 500MLE,MFR,345,349,0
PEARS BW MINT GENTLE 500MLE,MFR,335,349,1
PEARS BW PURE GENTLE 500MLE,MFR,335,349,0
PEARS FR RENEWAL FW 60G,MFR,148,150,3
PEARS NATURALE ALOE VERA SOAP 100G,MFR,48,50,7
PEARS NATURALE POMEGRANATE 100G,MFR,49,50,6
PEARS NATURALE VITAMIN C SOAP,MFR,59,60,5
PEARS OIL CLEAR BODY WASH 250ML,MFR,215,220,3
PEARS OIL CLEAR GLOE FACEWASH 60G,MFR,158,160,7
PEARS OIL CONTR 75G SOP,MFR,62,63,46
PEARS PURE A GENTLE FW 60G,MFR,148,150,3
PEARS PURE AND GENTLE 60G,MFR,39,40,25
PEARS PURE AND GENTLE 750ML,MFR,420,425,0
PEARS PURE AND GENTLE 75G SOAP,MFR,53,54,2
PEARS PURE AND GENTLE BODY WASH 250ML,MFR,138,140,4
PEARS PURE AND GENTLE SOAP VALUE PACK 3N,MFR,233,235,8
PEARS PURE/ GENTL 75G,MFR,37,38,17
PEARS PURE/GEN 125+25G,MFR,99,100,4
PEARS PURE/GENT 100G SOP,MFR,36,38,4
PEARS PURE/GENTB3G1 75G,MFR,160,162,0
PEARS SOFT AND FRESH,MFR,53,54,17
PEARS SOFT/FRES 125G,MFR,94,95,4
PEARS SOFT/FRES BODAY WASH 250ML,MFR,215,220,4
PEARS SOFT/FRESH 75G 3+1,MFR,345,350,4
PEARS SOFT/FRESH 75G SOP,MFR,45,46,30
PEARS YOUNG/GLO 3*125G,MFR,137,140,0
PEDIA CHOCO 400G,MFR,760,770,2
PEDIA COOKIES/CREAM 400G,MFR,519,520,2
PEDIA SURE 2+ CHOCO 400G,MFR,540,545,0
